generic,exemplar
Chimpanzees follow mothers.,Chimpanzees follow a mother chimpanzee will follow her own offspring.
Chimpanzees follow mothers.,Chimpanzees follow a mother figure.
Chimpanzees follow mothers.,Chimpanzees follow a biological mother.
Chimpanzees follow mothers.,Chimpanzees follow biological mothers.
Platypuses hide in crevices.,Platypuses hide in small crevices in rocks.
Male gorillas have weak bonds.,Male gorillas have social bonds.
Dogs infect with rabies.,Dogs infect with canine rabies.
Deer eat poison.,Deer eat poisonous plants.
Domestic dogs descend from gray wolves.,Domestic dogs descend from gray wolves.
Domestic dogs descend from gray wolves.,Domestic dogs descend from grey wolves.
Hedgehogs lose teeth.,Hedgehogs lose permanent teeth.
Bats only eat fish.,Bats eat a small fish.
Coyotes kill livestock.,Coyotes kill farm animals.
Mice seize prey.,Mice seize other small animals.
Mice seize prey.,Mice seize small rodents.
Mice seize prey.,Mice seize insects.
Genetic defects interfere with sulphur metabolism.,Genetic defects interfere with organo-sulphur metabolism.
Genetic defects interfere with sulphur metabolism.,Genetic defects interfere with sulphur transport.
Dogs live for years.,Dogs live for dogs can live anywhere from 8-20 years.
Polar bears have reproductive potential.,Polar bears have a fertile polar bears can mate and produce offspring.
Dolphins descend from animals.,Dolphins descend from sea animals.
Dolphins descend from animals.,Dolphins descend from vertebrates.
Dolphins live in sanctuaries.,Dolphins live in national marine sanctuaries.
Dolphins live in sanctuaries.,Dolphins live in marine mammal sanctuaries.
Dolphins live in sanctuaries.,Dolphins live in marine sanctuaries.
Cats salivate excessively when they are nervous or stressed.,Cats salivate excessively when are nervous or stressed out.
Cats salivate excessively when they are nervous or stressed.,Cats salivate excessively when are frightened.
Cats salivate excessively when they are nervous or stressed.,Cats salivate excessively when are stressed.
Cats salivate excessively when they are nervous or stressed.,Cats salivate excessively when are scared.
Genetic diseases have deafness as one component.,Genetic diseases have a congenital deafness.
Rats feed in fields.,Rats feed in farm fields.
Rats feed in fields.,Rats feed in fields.
Rats feed in fields.,Rats feed in a farmland.
Spider monkeys live in canopy layers.,Spider monkeys live in a high canopy.
Spider monkeys live in canopy layers.,Spider monkeys live in an upper canopy.
Caterpillars complete larval development.,Caterpillars complete a larval.
Marmosets eat fruit.,Marmosets eat fruit.
Chimpanzees live on jungle.,Chimpanzees live on a dense rainforest.
Chimpanzees live on jungle.,Chimpanzees live on a lowland forest.
Raccoons lose weight.,Raccoons lose body weight.
Porcupines cause death.,Porcupines cause a death.
Horseflies require blood.,Horseflies require a blood meal.
Horseflies require blood.,Horseflies require human blood.
Horseflies require blood.,Horseflies require fresh blood.
Horseflies require blood.,Horseflies require animal blood.
Temperature combines with solar radiation.,A temperature combines with reflected radiation from the sun and other objects.
Temperature combines with solar radiation.,A temperature combines with a direct radiant energy from the sun.
Mice hide in forests.,Mice hide in forests.
Nutrias eat grass.,Nutrias eat grasses.
Marmosets eat nectar.,Marmosets eat nectar from flowers.
Marmosets eat nectar.,Marmosets eat sap from trees.
Marmosets eat nectar.,Marmosets eat nectar from fruits.
Caterpillars have powerful jaws.,Caterpillars have muscular mandibles that are used for chewing.
Toxic substances cause cancer.,Toxic substances cause carcinogens are cancer-causing agents.
Toxic substances cause cancer.,Toxic substances cause a carcinoma.
Toxic substances can enter a food web and be transferred through it.,Toxic substances are able to transfer through the food chain.
Capybaras have teeth.,Capybaras have incisors.
Capybaras have teeth.,Capybaras have molars.
Potoroos feed on fungi.,Potoroos feed on fungi.
Potoroos feed on fungi.,Potoroos feed on mushrooms.
Antelopes reach maturity.,Antelopes reach a physical maturity.
Antelopes reach maturity.,Antelopes reach reproductive maturity.
Antelopes reach maturity.,Antelopes reach behavioural maturity.
Bats help kill insects.,Bats help kill mosquitoes.
Gerbils thrive in sand.,Gerbils thrive in a fine sand.
Wolverines kill lynxes.,Wolverines kill lynxes of any kind.
Wolverines kill lynxes.,Wolverines kill lynxes.
Elephants inhabit savanna.,"Elephants inhabit temperate grasslands, savannas, and shrublands."
Elephants inhabit savanna.,Elephants inhabit a dry savannah.
Elephants inhabit savanna.,Elephants inhabit a forest-savanna.
Elephants inhabit savanna.,Elephants inhabit a grassland-savanna.
Bears spend much of the winter in a state similar to sleeping.,Bears spend most of their winter is spent sleeping and hibernating.
Polar bears starve to death.,Polar bears starve to death from lack of food.
Polar bears starve to death.,Polar bears starve to death from starvation.
Polar bears starve to death.,Polar bears starve to death from malnutrition.
Polar bears starve to death.,Polar bears starve to death by starvation.
Wallabies live in southern deserts.,Wallabies live in a desert.
Pheasants hide in waterways.,Pheasants hide in wetlands.
Brown bears can have white fur.,Brown bears are able to have white fur as an adult.
Brown bears can have white fur.,Brown bears are able to have white fur.
Deer eat flowers.,Deer eat wildflowers.
Deer eat flowers.,Deer eat many types of flowers.
Deer eat flowers.,Deer eat poppies.
Pheasants live in regions.,Pheasants live in rural areas.
Shrews have digestive tracts.,Shrews have an alimentary canal.
Shrews have digestive tracts.,Shrews have a digestive system.
Shrews have digestive tracts.,Shrews have a digestive tract.
Shrews have digestive tracts.,Shrews have a rectum.
Toxic compounds accumulate in animals.,Toxic compounds accumulate in mammals.
Antelopes survive for years.,Antelopes survive for an antelope can live for 10-15 years in the wild.
Antelopes survive for years.,Antelopes survive for an antelopes can survive for 10-12 years in the wild.
Antelopes survive for years.,Antelopes survive for an antelopes can survive for 12-15 years in the wild.
Pangolins have tongues.,Pangolins have a tongue.
Bats are located in caves.,Bats are located in cave.
Bison transmit tuberculosis.,"A bison transmit mycobacterium bovis, the bacterium that causes tuberculosis in cattle."
Bison transmit tuberculosis.,"A bison transmit mycobacterium tuberculosis, the bacterium that causes tuberculosis in humans."
Bison transmit tuberculosis.,A bison transmit bison can transmit tuberculosis to other animals and humans.
Bison transmit tuberculosis.,A bison transmit mycobacterium tuberculosis.
Bison transmit tuberculosis.,A bison transmit a bovine tuberculosis.
Foxes eat hedgehogs.,Foxes eat hedgehogs.
Foxes eat hedgehogs.,Foxes eat groundhogs.
Male platypuses possess spurs.,Male platypuses possess spurs on the hind legs.
Male platypuses possess spurs.,Male platypuses possess hind limb spurs.
Male platypuses possess spurs.,Male platypuses possess tail spurs.
Male platypuses possess spurs.,Male platypuses possess testicular spurs.
Breathe oxygen is produced by trees.,A Breathe oxygen is produced by trees.
Squirrels prefer holes.,Squirrels prefer cavities in logs or stumps.
Squirrels prefer holes.,Squirrels prefer crevices in logs.
Squirrels keep seeds.,"Squirrels keep nuts, acorns, berries, leaves, seeds."
Squirrels keep seeds.,Squirrels keep seeds.
Raccoons eat flesh.,Raccoons eat dead animals.
Raccoons eat flesh.,Raccoons eat meat.
Panthers emerge from environments.,Panthers emerge from a panther can emerge from a dense forest.
Panthers emerge from environments.,Panthers emerge from a panther can emerge from a swamp.
Honey badgers feed on berries.,Honey badgers feed on berries.
Bears change over time.,Bears change over the length of a year.
Dogs gain weight as they age.,Dogs gain extra weight as they age.
Dogs gain weight as they age.,Dogs gain excess weight as they age.
Dogs gain weight as they age.,Dogs gain weight gain as they age.
Dogs gain weight as they age.,Dogs gain gaining weight as they age.
Dogs gain weight as they age.,Dogs gain obesity as they age.
Dogs gain weight as they age.,Dogs gain accumulated weight as they age.
Monkeys walk on limbs.,Monkeys walk on their arms and legs.
Monkeys walk on limbs.,Monkeys walk on four limbs (legs and arms).
Monkeys walk on limbs.,Monkeys walk on legs.
Monkeys walk on limbs.,Monkeys walk on arms.
Temperature affects gases.,A temperature affects gases that make up the atmosphere.
Temperature affects gases.,A temperature affects combustion gases.
Coyotes prey on livestock.,"Coyotes prey on larger animals, such as livestock and pets."
Rats eat seeds.,Rats eat a seed.
Bears reach height.,Bears reach the height of a bear's reach.
Spinner dolphins feed at nights.,Spinner dolphins feed at night.
Foxes eat pheasants.,Foxes eat pheasants.
Foxes eat pheasants.,Foxes eat a pheasant.
Dolphins eat fish such as cod.,Dolphins eat mackerel.
Wombats inhabit burrows.,Wombats inhabit burrows in the ground.
Tunicates have skin.,Tunicates have an epidermis.
Tunicates have skin.,Tunicates have epidermal.
Tarsiers have uteruses.,Tarsiers have a uterine wall.
Tarsiers have uteruses.,Tarsiers have a uterus.
Bears live on shores.,Bears live on lakeshores.
Bears live on shores.,Bears live on coastlines.
Squirrels play in trees.,Squirrels play in trees with branches that are close to the ground.
Spider monkeys eat leaves.,Spider monkeys eat leaves.
Oxide combines with peroxide.,An oxide combines with a hydrogen peroxide.
Hares hide in bushes.,Hares hide in brambles.
Hares hide in bushes.,Hares hide in a shrub.
Hares hide in bushes.,Hares hide in a bush.
Bats conserve energy.,Bats conserve electrical energy.
Bats conserve energy.,Bats conserve thermal energy.
Bats conserve energy.,Bats conserve chemical energy.
Bats conserve energy.,Bats conserve a kinetic energy.
Cats feed on snails.,Cats feed on snails.
Cats feed on snails.,Cats feed on sea snails.
Cats feed on snails.,Cats feed on land snails.
Cats feed on snails.,Cats feed on terrestrial snails.
Carbohydrates lead to blood sugar imbalances.,Carbohydrates lead to high blood sugar.
Carbohydrates lead to blood sugar imbalances.,Carbohydrates lead to blood sugar fluctuations.
Bats migrate to environments.,Bats migrate to bats migrate to many different types of environments.
Carbon dioxide is used by algae and phytoplankton through the process of photosynthesis.,"A carbon dioxide is used by photosynthetic eukaryotes (algae, phytoplankton)."
Oxygen goes into plasma.,An Oxygen goes into an oxygen plasma.
Squirrels feed on larvae.,Squirrels feed on caterpillars.
Squirrels feed on larvae.,Squirrels feed on insects.
Squirrels feed on larvae.,Squirrels feed on beetle larvae.
Foxes give birth to predators.,Foxes give birth to predators.
Tigers live in russia.,Tigers live in the russian tiger lives in russia.
Tigers live in russia.,Tigers live in tigers live in the russia.
Tigers live in russia.,Tigers live in tigers live in the russia's.
Jaguars move through water.,Jaguars move through waterways-streams-rivers-lakes-oceans.
Jaguars move through water.,Jaguars move through puddles.
Jaguars move through water.,Jaguars move through a stream.
Jaguars move through water.,Jaguars move through water.
Dioxide is incorporated into compounds.,A Dioxide is incorporated into inorganic compounds.
Dioxide is incorporated into compounds.,A Dioxide is incorporated into organic compounds.
Pygmy shrews have size.,Pygmy shrews have a body size.
Caterpillars infect with viruses.,Caterpillars infect with viral diseases caused by insect viruses.
Hedgehogs carry fleas.,Hedgehogs carry fleas.
Lions eat wildebeests.,Lions eat a wildebeest.
Female gerbils develop cysts.,Female gerbils develop cystic follicles.
Squirrels sit in feeders.,Squirrels sit in bird feeders.
Dolphins eat mullets.,Dolphins eat mullets are a type of fish that dolphins eat.
Spiny anteaters have thick fur.,Spiny anteaters have a thick fur on their back.
Spiny anteaters have thick fur.,Spiny anteaters have a thick fur.
Spiny anteaters have thick fur.,Spiny anteaters have a dense fur.
Spiny anteaters have thick fur.,Spiny anteaters have a fur.
Bison live in mountains.,"A bison live in rocky mountain, mountains, mountain ranges, hills, prairies."
Bison live in mountains.,A bison live in the rockies.
Bison live in mountains.,A bison live in a rocky mountain.
Bison live in mountains.,A bison live in mountain ranges.
Bison live in mountains.,A bison live in rocky mountains.
Porcupines eat worms.,Porcupines eat earthworms.
Monkeys carry infants.,Monkeys carry newborn infants.
Jackrabbits eat seeds.,"Jackrabbits eat grass, leaves, berries, nuts, seeds."
Oxide carries charge.,An oxide carries an oxides can carry a negative or positive charge.
Oxide carries charge.,An oxide carries an ionic charge.
Oxide carries charge.,An oxide carries an electron charge.
Squirrels live in mountains.,Squirrels live in the squirrels live in the rocky mountains.
Foxes live in habitats.,Foxes live in forests.
Hares have ears.,Hares have large ears.
Hares have ears.,Hares have long ears.
Hares have ears.,Hares have external ears.
Gorillas have babies.,Gorillas have infants.
Caterpillars live in gardens.,Caterpillars live in a garden at someone's house.
Caterpillars live in gardens.,Caterpillars live in a garden.
Bandicoots feed on insects.,Bandicoots feed on invertebrates.
Bandicoots feed on insects.,Bandicoots feed on arachnids.
Bandicoots feed on insects.,Bandicoots feed on insects.
Bandicoots feed on insects.,Bandicoots feed on beetles.
Mandrills attain maturity.,Mandrills attain a physical maturity.
Mandrills attain maturity.,Mandrills attain a mental maturity.
Bats eat fish.,Bats eat aquatic invertebrates.
Bats eat fish.,Bats eat a fish.
Marmosets have tails.,Marmosets have a prehensile tail.
Giraffes give birth to calves.,Giraffes give giraffes give births to calves.
Humans kill other carnivores.,"Humans kill wild animals (lions, tigers, bears)."
Nitrogen dioxide has brown color.,A Nitrogen dioxide has a nitrogen dioxide has a brown-colored gas.
Nitrogen dioxide has brown color.,A Nitrogen dioxide has a dark brown.
Nitrogen dioxide has brown color.,A Nitrogen dioxide has a brown.
Squirrels live in adjacent communities.,Squirrels live in suburban.
Genetic factors associate with atherosclerosis.,Genetic factors associate with genetic factors associated with atherosclerotic risk.
Nitrogen dioxide comes from burn coal.,A Nitrogen dioxide comes from coal-fired power plants.
Lions eat mule deer.,Lions eat a mule deer.
Diabetic cats benefit from special diets rich in fiber.,Diabetic cats benefit from a high fiber diet.
Genetic pathways regulate development.,Genetic pathways regulate the development of an embryo from a fertilized egg.
Genetic pathways regulate development.,Genetic pathways regulate the development of an organism from a single cell.
Sea hares discharge a purple inky secretion when irritated.,Sea hares discharge a purple ink-like secretion.
Sea hares discharge a purple inky secretion when irritated.,Sea hares discharge a purple inky secretion.
Sea hares discharge a purple inky secretion when irritated.,Sea hares discharge a purple ink.
Bats can see better with their eyes.,Bats are able to see better than most other animals.
Otters play in lakes.,Otters play in man-made lakes.
Bats go into true hibernation.,Bats go into hibernation.
Bats go into true hibernation.,Bats go into a torpor.
Bats go into true hibernation.,Bats go into true hibernation (true torpor).
Bats go into true hibernation.,Bats go into a seasonal dormancy.
Bats go into true hibernation.,Bats go into a daily torpor.
Ferrets go completely limp when scruffed.,Ferrets go completely limp when their scruff is grabbed and they're picked up.
Sheep live in california.,Sheep live in a breed of sheep found in california.
Sheep live in california.,Sheep live in california.
Walruses feed on clams.,Walruses feed on soft-shell clams.
Walruses feed on clams.,Walruses feed on clams.
Killer whales eat mammals.,"Killer whales eat cetaceans (whales, dolphins, and porpoises)."
Dolphins use penises.,Dolphins use their actual penises.
Elephants live in jungle.,Elephants live in a tropical forest.
Roof rats live in trees.,Roof rats live in trees.
Jaguars kill tapirs.,Jaguars kill jaguars kill tapirs of all types.
Ferrets die from illnesses.,Ferrets die from an infectious disease.
Ferrets die from illnesses.,Ferrets die from infectious diseases.
Lynxes resemble large domestic cats.,Lynxes resemble a domestic cat.
Bats roost in foliage.,Bats roost in trees.
Hippopotamuses live in rivers.,Hippopotamuses live in rivers.
House mice carry bacteria.,House mice carry a mycoplasma.
Echidnas feed on earthworms.,Echidnas feed on soil-dwelling worms.
Echidnas feed on earthworms.,Echidnas feed on earthworms.
Cats eat prey animals.,Cats eat a variety of small animals.
Cats eat prey animals.,Cats eat rodents.
Dolphins consume sea creatures.,Dolphins consume mollusks.
Dolphins consume sea creatures.,Dolphins consume crustaceans.
Bats go into deep hibernation.,Bats go into hibernation.
Bats go into deep hibernation.,Bats go into a true hibernation.
Bats go into deep hibernation.,Bats go into a torpor.
Bats go into deep hibernation.,Bats go into a true deep hibernation.
Temperature absorbs radiation.,A temperature absorbs radiation from the sun.
Temperature absorbs radiation.,A temperature absorbs an electromagnetic radiation.
Temperature absorbs radiation.,A temperature absorbs a radiant energy.
Aardvarks live in burrows.,Aardvarks live in burrows.
Aardvarks live in burrows.,Aardvarks live in aardvarks live in burrows.
Voles have mouths.,Voles have an open mouth.
Voles have mouths.,Voles have a mouth.
Voles have mouths.,Voles have a jaw.
Voles have mouths.,Voles have lips.
Bats have big ears.,Bats have ears that are long and pointed.
Bats have big ears.,Bats have ears that are broad and rounded.
Bats have big ears.,Bats have large external ears.
Bats eat beetles.,Bats eat beetles are a type of insect that bats eat.
Echidnas have thick fur.,Echidnas have a thick fur on their body.
Dogs adapt to warm weather.,Dogs adapt to a warm climate.
Dogs adapt to warm weather.,Dogs adapt to warm weather conditions that dogs adapt to.
Dogs adapt to warm weather.,Dogs adapt to temperate weather.
Dogs adapt to warm weather.,Dogs adapt to a warm weather.
Wolves eat bones.,Wolves eat mammal bones.
Squirrels hold tails.,"Squirrels hold a ""long"" tail."
Gorillas live in wildlife sanctuaries in their natural habitat.,Gorillas live in wildlife refuges.
Gorillas live in wildlife sanctuaries in their natural habitat.,Gorillas live in wildlife sanctuaries.
Gorillas live in wildlife sanctuaries in their natural habitat.,Gorillas live in conservation areas.
Horses live on habitats.,Horses live on grasslands.
Horses live on habitats.,Horses live on pastures.
Horses live on habitats.,Horses live on prairies.
Horses live on habitats.,Horses live on open fields.
Parasitic tapeworms infect pigs.,Parasitic tapeworms infect pigs.
Seals make caves in the snow to live in.,Seals make to live in the snow.
Capybaras die of pneumonia.,Capybaras die of streptococcus pneumoniae.
Capybaras die of pneumonia.,Capybaras die of bronchopneumonia.
Capybaras die of pneumonia.,Capybaras die of pneumocystis pneumonia.
Capybaras die of pneumonia.,Capybaras die of a pneumonitis.
Respiration gives off energy.,A respiration gives a heat energy.
Toxins are produced by microorganisms.,Toxins are produced by bacteria.
Bears prey on beavers.,Bears prey on small mammals (including beavers).
Bears prey on beavers.,Bears prey on beavers.
Voles eat seedlings.,Voles eat flower seedlings.
Carbon dioxide contributes to greenhouse effects.,A carbon dioxide contributes to the greenhouse effect.
Carbon dioxide contributes to greenhouse effects.,A carbon dioxide contributes to global warming.
Carbon dioxide contributes to greenhouse effects.,A carbon dioxide contributes to climate change.
Hares have rabbit ears.,Hares have big ears.
Bears consume substantial amounts of dandelion and clover.,Bears consume dandelion and clover leaves.
Bears consume substantial amounts of dandelion and clover.,Bears consume dandelion and clover flowers.
Bears consume substantial amounts of dandelion and clover.,Bears consume dandelion and clover.
Japanese macaques have thumbs.,Japanese macaques have opposable thumbs on their hands.
Japanese macaques have thumbs.,Japanese macaques have opposable thumbs.
Rabbit fleas live for months.,Rabbit fleas live for rabbit fleas can live for up to 3 months.
Rabbit fleas live for months.,Rabbit fleas live for rabbit fleas can live for up to 4 months.
Rabbit fleas live for months.,Rabbit fleas live for rabbit fleas can live for up to 5 months.
Rabbit fleas live for months.,Rabbit fleas live for rabbit fleas can live for up to 7 months.
Carbohydrates derive from grain.,Carbohydrates derive from grain.
Carbohydrates derive from grain.,Carbohydrates derive from wheat.
Oxygen gases are produced by photosynthesis.,Oxygen gases are produced by photosynthesis in photosynthetic prokaryotes.
Oxygen gases are produced by photosynthesis.,Oxygen gases are produced by photosynthesis in eukaryotic cells.
Oxygen gases are produced by photosynthesis.,Oxygen gases are produced by photosynthesis in plants.
Oxygen gases are produced by photosynthesis.,Oxygen gases are produced by plant photosynthesis.
Cats live in grass.,Cats live in farmlands.
Shrews exhibit territorial behavior.,Shrews exhibit defending their territory from other shrews.
Shrews exhibit territorial behavior.,Shrews exhibit defending their territory against intruders.
Shrews exhibit territorial behavior.,Shrews exhibit building burrows or nests in their territory.
Shrews exhibit territorial behavior.,Shrews exhibit actively patrolling their territory.
Wallabies occupy rainforests.,Wallabies occupy a tropical rainforest.
Foxes have genetic mutation.,Foxes have a mutation.
Chimpanzees respond to death.,Chimpanzees respond to a death of a conspecific.
Rats enter water.,Rats enter a puddle.
Rats enter water.,Rats enter a water bottle.
Rats enter water.,Rats enter sewers.
Rats enter water.,Rats enter potable water.
Squirrels dig holes.,Squirrels dig holes in the ground.
Oxygen enters atmospheres.,An Oxygen enters the atmosphere of earth.
Respiratory exchanges occur in gills.,Respiratory exchanges occur in aquatic animals with gills.
Respiratory exchanges occur in gills.,Respiratory exchanges occur in internal gills.
Cats die from hunger.,Cats die from hunger caused by a lack of food.
Cats die from hunger.,Cats die from a hunger caused by a lack of nutrition.
Cats die from hunger.,Cats die from a hunger starvation.
Cats die from hunger.,Cats die from a hunger malnutrition.
Elephants are located in environments.,Elephants are located in the wild.
Raccoons eat turtles.,Raccoons eat snapping turtles.
Monkeys inhabit tropical rainforests.,Monkeys inhabit a lowland tropical rainforest.
Monkeys inhabit tropical rainforests.,Monkeys inhabit a tropical lowland rainforest.
Monkeys inhabit tropical rainforests.,Monkeys inhabit a tropical rainforest.
Monkeys inhabit tropical rainforests.,Monkeys inhabit a moist tropical rainforest.
Arctic hares eat moss.,Arctic hares eat arctic moss.
Arctic hares eat moss.,Arctic hares eat hanging moss.
Bats maintain warm body temperature.,Bats maintain an internal warm body temperature.
Bats maintain warm body temperature.,Bats maintain a regulated warm body temperature.
Foxes live in pairs.,Foxes live in mated pairs.
Foxes live in pairs.,Foxes live in a mated pair of foxes lives together.
Foxes live in pairs.,Foxes live in mating pairs.
Oxytocins cause contraction.,Oxytocins cause constriction of sphincters.
Muskrats live in burrows on the water banks.,Muskrats live in burrows on the water banks.
Raccoons develop teeth.,Raccoons develop adult teeth.
Raccoons develop teeth.,Raccoons develop temporary teeth.
Bears depend on salmon.,Bears depend on a type of salmon.
Black bears are brown or cinnamon.,Black bears are brown or cinnamon-colored.
Bats transmit rabies viruses.,Bats transmit a rabies virus.
Bats transmit rabies viruses.,Bats transmit rabies.
Squirrels compete with livestock.,Squirrels compete with small animals.
Genetic diseases cause tumors.,Genetic diseases cause cancer.
Rat kangaroos live in rainforests.,Rat kangaroos live in a tropical rainforest.
Mice feed on seeds.,Mice feed on seeds.
Parasitic tapeworms infect dogs.,Parasitic tapeworms infect domestic dogs.
Parasitic tapeworms infect dogs.,Parasitic tapeworms infect dogs.
Dogs survive in habitats.,Dogs survive in the wild.
Dogs survive in habitats.,Dogs survive in rural areas.
Dogs survive in habitats.,Dogs survive in backyards.
Dogs survive in habitats.,Dogs survive in forests.
Manatees inhabit marine environments.,Manatees inhabit estuaries.
Manatees inhabit marine environments.,Manatees inhabit salt water environments.
Manatees inhabit marine environments.,Manatees inhabit salt water.
Respiration produces acid.,A respiration produces carbonic acid.
Monkeys eat other animals.,Monkeys eat small mammals.
Badgers excavate burrows.,Badgers excavate badgers dig tunnels and burrows for shelter and foraging.
Bears transmit parasites.,Bears transmit mites.
Rats eat snails.,Rats eat land snails.
Rats eat snails.,Rats eat marine snails.
Polar bears rely on ice.,Polar bears rely on sea ice.
Polar bears rely on ice.,Polar bears rely on ice floes.
Polar bears rely on ice.,Polar bears rely on land ice.
Seals die when they become entangled in fishermen's nets.,Seals die when become seals entangled in fishermen's nets.
Toxins are produced by prokaryotic microorganisms.,Toxins are produced by bacteria.
Rats live for several months.,Rats live for several months in the wild.
Rats live for several months.,Rats live for several months.
Gorillas eat foliage.,Gorillas eat leaves.
Gorillas eat foliage.,Gorillas eat foliage.
Red pandas have slow metabolism.,Red pandas have a slow resting metabolic rate.
Oxygen has solubility.,An oxygen has a molecular solubility.
Warm temperature combines with solar radiation.,A warm temperature combines with a solar radiation from the sun.
Black wildebeests live in habitats.,Black wildebeests live in bushlands.
Foxes kill rabbits.,Foxes kill wild rabbits.
Mountain lions have powerful limbs.,Mountain lions have powerful forelimbs.
Mountain lions have powerful limbs.,Mountain lions have powerful hindlimbs.
Guinea pigs develop skin tumors.,Guinea pigs develop squamous cell carcinomas.
Guinea pigs develop skin tumors.,Guinea pigs develop a malignant melanoma.
Guinea pigs develop skin tumors.,Guinea pigs develop malignant melanomas.
Guinea pigs develop skin tumors.,Guinea pigs develop malignant skin tumors.
Antarctic seals have fur.,Antarctic seals have an underfur.
Antarctic seals have fur.,Antarctic seals have a fur.
Antarctic seals have fur.,Antarctic seals have hair.
Common toads feed on beetles.,Common toads feed on insects.
Wombats occur in australia.,Wombats occur in the australian bush.
Rats possess glucose.,Rats possess a glucose that is absorbed from food.
Mice feed on fruit.,Mice feed on fruit.
Hyenas kill reptiles.,Hyenas kill lizards.
Hyenas kill reptiles.,Hyenas kill large snakes.
Hyenas kill reptiles.,Hyenas kill snakes.
Hyenas kill reptiles.,Hyenas kill turtles.
Aquatic vertebrates use gills.,Aquatic vertebrates use gills are organs used for respiration in aquatic vertebrates.
Aquatic vertebrates use gills.,Aquatic vertebrates use gills are used for gas exchange in aquatic vertebrates.
Squirrels consume arthropods.,Squirrels consume arachnids.
Squirrels consume arthropods.,Squirrels consume insects.
Vertebrates feed on organisms.,Vertebrates feed on other animals.
Nutrias mate during springs.,Nutrias mate during an early spring.
Gazelles feed at nights.,Gazelles feed at dusk.
Gazelles feed at nights.,Gazelles feed at a late evening.
Sea lions eat fish.,Sea lions eat fish.
Human activities affect prey behaviour.,Human activities affect hunting.
Rats live in attics.,Rats live in attics in houses.
Poodles eat grass.,Poodles eat grass.
Dogs kill mammals.,Dogs kill opossums.
Lynxes have pads.,Lynxes have foot pads.
Molecular mechanisms involve amino acid substitution.,Molecular mechanisms involve sites of substitution on an amino acid residue.
Dolphins kill prey.,Dolphins kill mollusks.
Sumatran tigers prey on malayan tapirs.,Sumatran tigers prey on malayan tapirs.
Hydroxide has ionic bonds.,A hydroxide has ionic bonds with other metal ions.
Narwhals die during winter.,Narwhals die during freezing to death.
Bears swim in woodlands.,Bears swim in deciduous forests.
Zebras live on savanna.,Zebras live on a grasslands savanna.
Fruit bats eat fruit.,Fruit bats eat fruit.
Mongolian gerbils construct burrows.,Mongolian gerbils construct mongolian gerbils dig burrows to live in.
Pheasants hide in grass.,Pheasants hide in tall grass.
Pheasants hide in grass.,Pheasants hide in grass clumps.
Pheasants hide in grass.,Pheasants hide in grass.
Oxygen depletion is caused by decomposition.,An Oxygen depletion is caused by decomposition of organic matter by microorganisms.
Caterpillars require leaves.,Caterpillars require leaves from trees.
Mandrills have fur.,Mandrills have a fur.
Polar bears have large capacity.,Polar bears have a large muscle mass.
Polar bears have large capacity.,Polar bears have a large stomach.
Polar bears have large capacity.,Polar bears have a large stomach capacity.
Armadillos produce secretion.,Armadillos produce sebaceous glands.
Bears kill beavers.,Bears kill beavers.
Rock hyraxes eat grass.,Rock hyraxes eat ryegrass.
Rock hyraxes eat grass.,Rock hyraxes eat grasses.
Squirrels sit in vegetation.,Squirrels sit in trees.
Squirrels sit in vegetation.,Squirrels sit in a bush.
Squirrels sit in vegetation.,Squirrels sit in grass.
Bats are carnivores and are herbivores.,Bats are carnivores bats are omnivores.
Dolphins conserve body heat.,Dolphins conserve internal body heat.
Dolphins conserve body heat.,Dolphins conserve body heat generated from muscles.
Dolphins have short beaks.,Dolphins have beaks that are short and blunt.
Gorillas live in central west african countries.,Gorillas live in west africa.
Gorillas live in central west african countries.,Gorillas live in central africa.
Bears have proteins.,Bears have peptides.
Deer feed on grass.,Deer feed on grass.
Toxins are produced by snails.,Toxins are produced by marine snails.
Toxins are produced by snails.,Toxins are produced by terrestrial snails.
Lions kill leopards.,Lions kill wild leopards.
Gorillas vary in length.,Gorillas vary in hair length.
Gorillas vary in length.,Gorillas vary in leg length.
Gorillas vary in length.,Gorillas vary in body length.
Bats feed on bananas.,Bats feed on fruit.
Raccoon roundworms cause blindness.,Raccoon roundworms cause a loss of vision.
Raccoon roundworms cause blindness.,Raccoon roundworms cause a severe visual impairment.
Raccoon roundworms cause blindness.,Raccoon roundworms cause a visual impairment.
Raccoon roundworms cause blindness.,Raccoon roundworms cause a partial blindness.
Raccoon roundworms cause blindness.,Raccoon roundworms cause impaired vision.
Toxic secretion is produced by toads.,A toxic secretion is produced by toads.
Aardvarks have olfactory lobes.,Aardvarks have aardvarks have two olfactory lobes.
Aardvarks have olfactory lobes.,Aardvarks have olfactory lobes are responsible for analyzing smells.
Molecules are very light.,Molecules are molecules can be very light in weight.
Hippopotamuses kill animals.,Hippopotamuses kill other animals.
Toxins can cause diseases.,Toxins are able to cause autoimmune diseases.
Toxins can cause diseases.,Toxins are able to cause skin problems.
Aardvarks have cheek teeth.,Aardvarks have cheek teeth.
Vertebrates live in pennsylvania.,Vertebrates live in a pennsylvania is a type of a vertebrate animal.
Vertebrates live in pennsylvania.,Vertebrates live in a pennsylvania.
Squirrels sit on rails.,Squirrels sit on railroad tracks.
Mice eat insects.,Mice eat arachnids.
