generic,exemplar
Frogs do have teeth.,Frogs that are very young do not do have teeth.
Frogs do have teeth.,Frogs that do not eat enough do not do have teeth.
Frogs do have teeth.,Frogs that are very old do not do have teeth.
Frogs do have teeth.,Frogs that are sick do not do have teeth.
Frogs do have teeth.,Frogs that are old do not do have teeth.
Frogs do have teeth.,Frogs that are injured do not do have teeth.
Bark frogs eat crickets.,Bark frogs that live in a place where there are no crickets do not eat crickets.
Bark frogs eat crickets.,Bark frogs that are hibernating do not eat crickets.
Bark frogs eat crickets.,Bark frogs that cannot find crickets do not eat crickets.
Frogs can even call under water.,Frogs that are in a stressful situation are not able to even call under water.
Frogs can even call under water.,Frogs that are too young are not able to even call under water.
Frogs can even call under water.,Frogs that have a cold are not able to even call under water.
Frogs have disks.,Frogs that have lost their disks do not have disks.
Juvenile salamanders emerge from burrows.,Juvenile salamanders that are too hot or too cold do not emerge from burrows.
Juvenile salamanders emerge from burrows.,Juvenile salamanders that live in arboreal habitats do not emerge from burrows.
Frogs live in trees.,Frogs that are looking for a place to lay eggs do not live in trees.
Frogs live in trees.,Frogs that need to keep a low profile to avoid being seen by predators do not live in trees.
Frogs live in trees.,Frogs that live in an area that does not have trees do not live in trees.
Frogs live in trees.,Frogs that live in the mountains do not live in trees.
Frogs live in trees.,Frogs that live in the water do not live in trees.
Frogs live in trees.,Frogs that live in a desert do not live in trees.
Frogs live in trees.,Frogs that are looking for food do not live in trees.
Frogs live in rainforests.,Frogs that live in the mountains do not live in rainforests.
Frogs live in rainforests.,Frogs that live in urban areas do not live in rainforests.
Frogs live in rainforests.,Frogs that live in cold climates do not live in rainforests.
Frogs live in rainforests.,Frogs that live in the tundra does not live in rainforests.
Frogs live in rainforests.,Frogs that live in ponds do not live in rainforests.
Frogs live in rainforests.,"Frogs that live in deserts, like the spadefoot toad does not live in rainforests."
Frogs live in rainforests.,Frogs that live in deserts do not live in rainforests.
Frogs live in rainforests.,Frogs that live in cold areas do not live in rainforests.
Frogs live in rainforests.,Frogs that live in the desert does not live in rainforests.
Frogs live in rainforests.,Frogs that live in fields do not live in rainforests.
Dead frogs eat dragonflies.,Dead frogs that are preyed upon by other animals do not eat dragonflies.
Dead frogs eat dragonflies.,Dead frogs that are at the bottom of a lake do not eat dragonflies.
Dead frogs eat dragonflies.,Frogs that have died of natural causes do not eat dragonflies.
Dead frogs eat dragonflies.,Young frog tadpoles do not eat dragonflies.
Dead frogs eat dragonflies.,Frogs that have been killed by a predator does not eat dragonflies.
Dead frogs eat dragonflies.,Dead frogs that die from being eaten by a predator do not eat dragonflies.
Dead frogs eat dragonflies.,Frogs that died of natural causes do not eat dragonflies.
Dead frogs eat dragonflies.,Dead frogs that die of natural causes do not eat dragonflies.
Dead frogs eat dragonflies.,Dead frogs that are scavenged by other animals do not eat dragonflies.
Dead frogs eat dragonflies.,Frogs that were killed by a predator does not eat dragonflies.
Salamanders live in homes.,Salamanders that live in the wild do not live in homes.
Salamanders live in homes.,Salamanders that live in the forest do not live in homes.
Salamanders live in homes.,"The red-backed salamander, which lives in moist forests does not live in homes."
Frogs burrow into the soil in the summer or winter.,Frogs that live in water do not burrow into the soil in the summer or winter.
Frogs feed on termites and ants underground.,"Frogs that live close to water bodies such as ponds, lakes or rivers, and do not feed on termites and ants underground."
Frogs feed on termites and ants underground.,Frogs that live in the water (aquatic frogs) do not feed on termites and ants underground.
Frogs feed on termites and ants underground.,Frogs that live in trees (tree frogs) do not feed on termites and ants underground.
Frogs feed on termites and ants underground.,Frogs that live in trees do not feed on termites and ants underground.
Frogs feed on termites and ants underground.,Frogs that are living in a pond do not feed on termites and ants underground.
Frogs live in malaysia.,The australian green tree frog lives in australia does not live in malaysia.
Frogs live in malaysia.,"The american bullfrog, which lives in north america does not live in malaysia."
Frogs live in malaysia.,"The green tree frog, which lives in australia does not live in malaysia."
Frogs occur in australia.,Poison dart frogs do not occur in australia.
Frogs occur in australia.,The african clawed frog does not occur in australia.
Frogs eat grass.,Frogs that live in a place where there is no grass do not eat grass.
Frogs eat grass.,Frogs that live in the rainforest do not eat grass.
Frogs eat grass.,"Frogs that live in the rainforest, they may eat small insects, spiders, or lizards do not eat grass."
Frogs eat grass.,Frogs that are living in a rainforest do not eat grass.
Frogs eat grass.,Frogs that are sick or injured do not eat grass.
Frogs eat grass.,Frogs that live in cold climates do not eat grass.
Frogs eat grass.,Frogs that are living in a desert do not eat grass.
Frogs eat grass.,Frogs that are hibernating do not eat grass.
Frogs eat grass.,"The bullfrog, which eats insects and other small animals does not eat grass."
Frogs have a pineal organ similar to the third eye of reptiles.,Frogs that do not have a pineal organ due to genetic defects do not have a pineal organ similar to the third eye of reptiles.
Frogs have a pineal organ similar to the third eye of reptiles.,Wood frogs (lithobates sylvaticus) do not have a pineal organ similar to the third eye of reptiles.
Frogs eat fruit flies or other flying insects.,Frogs that are hibernating do not eat fruit flies or other flying insects.
Frogs thrive in hawaii.,Frogs that are not native to hawaii do not thrive in hawaii.
Frogs thrive in hawaii.,Frogs that are not able to survive in the tropical environment do not thrive in hawaii.
Frogs thrive in hawaii.,Frogs that are not able to compete with the native frog species do not thrive in hawaii.
Frogs thrive in hawaii.,Frogs that are not adapted to hawaii's climate do not thrive in hawaii.
Frogs thrive in hawaii.,Frogs that require cold climates to thrive do not thrive in hawaii.
Frogs eat moths.,Frogs that live in a place where there are no moths do not eat moths.
Frogs eat moths.,Frogs that live in areas where there are no moths do not eat moths.
Frogs eat moths.,Frogs that are very young and have not learned how to catch moths do not eat moths.
Frogs eat moths.,Frogs that are too young to eat moths do not eat moths.
Frogs eat moths.,"Frogs that live in cold areas where there are not many moths, or do not eat moths."
Frogs eat moths.,Frogs that are hibernating do not eat moths.
Frogs eat moths.,Frogs that are sick and cannot eat moths do not eat moths.
Frogs eat mealworms.,Frogs that do not have access to mealworms do not eat mealworms.
Frogs eat mealworms.,Frogs that do not know where to find mealworms do not eat mealworms.
Frogs eat mealworms.,Frogs that do not like mealworms do not eat mealworms.
Frogs eat mealworms.,Frogs that are herbivores do not eat mealworms.
Frogs live on gardens.,Frogs that live in a place with a lot of water do not live on gardens.
Frogs live on gardens.,Frogs that come out of the water to lay their eggs do not live on gardens.
Frogs live on gardens.,Frogs that live in the forest do not live on gardens.
Frogs live on gardens.,Frogs that live in the mountains do not live on gardens.
Frogs live on gardens.,Frogs that live in the water do not live on gardens.
Frogs live on gardens.,Some frogs that live in the rainforest do not live on gardens.
Frogs live on gardens.,Frogs that are in the middle of a desert do not live on gardens.
Frogs live on gardens.,Frogs that live on trees do not live on gardens.
Salamanders feed on each others' eggs.,Salamanders that live in different parts of the world do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that are from the same species but live in different habitats do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that are in different parts of the pond do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that are from different species do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that do not have enough food do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that are a different species do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that live in captivity do not feed on each others ' eggs.
Salamanders feed on each others' eggs.,Salamanders that are different species do not feed on each others ' eggs.
Tiger salamanders return to water.,Tiger salamanders that are trapped in mud do not return to water.
Captive frogs live up to years.,Captive frogs that are kept in water that is too warm or too cold do not live up to years.
Captive frogs live up to years.,Captive frogs that are kept in an unsuitable environment do not live up to years.
Captive frogs live up to years.,Captive frogs that are exposed to high levels of stress do not live up to years.
Captive frogs live up to years.,Captive frogs that are kept in unsuitable conditions do not live up to years.
Captive frogs live up to years.,Captive frogs that are not given the correct food and water do not live up to years.
Frogs live on grass.,Frogs that live in the rainforest do not live on grass.
Frogs live on grass.,Frogs that live in the desert do not live on grass.
Frogs live on grass.,Frogs that live in a rainforest do not live on grass.
Frogs live on grass.,Frogs that live in the ocean do not live on grass.
Frogs live on grass.,Frogs that live in a desert do not live on grass.
Frogs live on grass.,Frogs that live in trees do not live on grass.
Aquatic salamanders eat small fish.,Aquatic salamanders that live in a place where there are no small fish do not eat small fish.
Aquatic salamanders eat small fish.,Aquatic salamanders that are very young do not eat small fish.
Aquatic salamanders eat small fish.,Aquatic salamanders that are injured and cannot eat small fish do not eat small fish.
Aquatic salamanders eat small fish.,Aquatic salamanders that are injured and cannot catch fish do not eat small fish.
Salamanders survive infection.,Salamanders that die from sepsis (a complication of infection that leads to organ failure) do not survive infection.
Salamanders survive infection.,Salamanders that are infected with a pathogen that is too virulent do not survive infection.
Salamanders survive infection.,Salamanders that lack an innate immune response to the pathogen do not survive infection.
Salamanders survive infection.,Salamanders that have a weak immune system do not survive infection.
Frogs eat arthropods.,Frogs that are young and have not yet developed a taste for arthropods do not eat arthropods.
Frogs eat arthropods.,Frogs that are living in a place where there are no arthropods do not eat arthropods.
Frogs eat arthropods.,"Frogs that live in a place where there are few arthropods, or do not eat arthropods."
Frogs eat arthropods.,Frogs that are hibernating do not eat arthropods.
Frogs die from diseases.,Frogs that are killed by a predator do not die from diseases.
Frogs sit on eggs.,Frogs that lay their eggs in water do not sit on eggs.
Frogs sit on eggs.,Frogs that lay eggs in water do not sit on eggs.
Frogs sit on eggs.,Frogs that leave their eggs unattended do not sit on eggs.
Frogs sit on eggs.,Frogs that bury eggs in the sand do not sit on eggs.
Frogs sit on eggs.,Frogs that have to eat do not sit on eggs.
Salamanders live outside of caves under rocks or moist logs.,Salamanders that live in a place where it is too dry do not live outside of caves under rocks or moist logs.
Salamanders live outside of caves under rocks or moist logs.,"The cave salamander (eurycea lucifuga), which lives in caves does not live outside of caves under rocks or moist logs."
Salamanders live outside of caves under rocks or moist logs.,Salamanders that live in a too dry area do not live outside of caves under rocks or moist logs.
Frogs wait for prey.,Frogs that are looking for a mate do not wait for prey.
Frogs wait for prey.,Frogs that want to move to a different place do not wait for prey.
Frogs wait for prey.,Frogs that are hungry do not wait for prey.
Frogs wait for prey.,Frogs that are very hungry do not wait for prey.
Frogs wait for prey.,Frogs that are attacking or escaping from danger do not wait for prey.
Tree frogs possess adhesive discs.,The white-lipped tree frog does not possess adhesive discs.
Tree frogs possess adhesive discs.,Tree frogs that have lost their adhesive discs do not possess adhesive discs.
Tree frogs have disks.,Tree frogs that are belonging to a species that does not have disks do not have disks.
Frogs live in meadows.,Frogs that live in the rainforest do not live in meadows.
Frogs live in meadows.,Frogs that live in a rainforest do not live in meadows.
Frogs live in meadows.,Frogs that live in a swamp do not live in meadows.
Frogs live in meadows.,Frogs that live in a river do not live in meadows.
Frogs live in meadows.,Frogs that live in trees do not live in meadows.
Frogs live in meadows.,Frogs that live in a desert do not live in meadows.
Salamanders develop spots.,Certain species of salamanders found in china and japan does not develop spots.
Newts spend their entire juvenile life as tadpoles and never go through a terrestrial stage.,The rough-skinned newt (taricha granulosa) does not spend their entire juvenile life as tadpoles and never go through a terrestrial stage.
Newts spend their entire juvenile life as tadpoles and never go through a terrestrial stage.,Members of the genus pleurodeles do not spend their entire juvenile life as tadpoles and never go through a terrestrial stage.
Newts spend their entire juvenile life as tadpoles and never go through a terrestrial stage.,Newts that are born terrestrial and never go through a juvenile aquatic stage do not spend their entire juvenile life as tadpoles and never go through a terrestrial stage.
Salamanders consume insect larvae.,Salamanders that are hibernating do not consume insect larvae.
Salamanders consume insect larvae.,Salamanders that are sick and have lost their appetite do not consume insect larvae.
Gopher frogs leave burrows.,Gopher frogs that are ready to lay eggs do not leave burrows.
Gopher frogs leave burrows.,Gopher frogs that are hibernating do not leave burrows.
Gopher frogs leave burrows.,Gopher frogs that live in wetlands do not leave burrows.
Gopher frogs leave burrows.,Young gopher frogs do not leave burrows.
Frogs eat small mammals and birds.,Frogs that live in an area where there are no small mammals or birds do not eat small mammals and birds.
Frogs eat small mammals and birds.,Frogs that are bred in captivity do not eat small mammals and birds.
Frogs eat small mammals and birds.,Frogs that are in a protected area do not eat small mammals and birds.
Frogs eat small mammals and birds.,Frogs that live in areas where the food is scarce do not eat small mammals and birds.
Frogs eat small mammals and birds.,Frogs that live in cold climates do not eat small mammals and birds.
Frogs eat small mammals and birds.,Frogs that are hibernating do not eat small mammals and birds.
Frogs eat small mammals and birds.,Frogs that are living in the water do not eat small mammals and birds.
Frogs eat small mammals and birds.,"The african clawed frog, which eats mostly aquatic invertebrates does not eat small mammals and birds."
Frogs eat small mammals and birds.,Frogs that lay eggs do not eat small mammals and birds.
Frogs eat small mammals and birds.,"The green frog, which eats small fish and insects does not eat small mammals and birds."
Salamanders live in pools.,Salamanders that live on land do not live in pools.
Salamanders live in pools.,Salamanders that live in the ground do not live in pools.
Salamanders live in pools.,Salamanders that live in a moist forest do not live in pools.
Salamanders live in pools.,Salamanders that live in waterfalls do not live in pools.
Salamanders live in pools.,Salamanders that live in water-filled tree holes do not live in pools.
Salamanders live in pools.,Desert salamanders do not live in pools.
Salamanders live in pools.,Salamanders that live in trees do not live in pools.
Terrestrial salamanders migrate to ponds.,Terrestrial salamanders that are too young or too old to migrate do not migrate to ponds.
Terrestrial salamanders migrate to ponds.,Terrestrial salamanders that live in areas without ponds do not migrate to ponds.
Terrestrial salamanders migrate to ponds.,Terrestrial salamanders that live in areas with few ponds do not migrate to ponds.
Terrestrial salamanders migrate to ponds.,Terrestrial salamanders that live in an area without ponds do not migrate to ponds.
Terrestrial salamanders migrate to ponds.,Red-backed salamanders live in both moist and dry woods do not migrate to ponds.
Salamanders live in crevices.,Salamanders that live in the open do not live in crevices.
Frogs retain tadpole tails.,Northern leopard frogs (lithobates pipiens) do not retain tadpole tails.
Frogs retain tadpole tails.,Bullfrogs (rana catesbeiana) do not retain tadpole tails.
Frogs retain tadpole tails.,Wood frogs (rana sylvatica) do not retain tadpole tails.
Frogs retain tadpole tails.,Frogs that live in cold climates do not retain tadpole tails.
Frogs retain tadpole tails.,Pacific tree frogs (hyla regilla) do not retain tadpole tails.
Frogs retain tadpole tails.,Frogs that become sexually mature do not retain tadpole tails.
Frogs retain tadpole tails.,Frogs that are exposed to a new selective pressure do not retain tadpole tails.
Frogs retain tadpole tails.,Frogs that become adults do not retain tadpole tails.
Frogs retain tadpole tails.,Green frogs (rana clamitans) do not retain tadpole tails.
Frogs retain tadpole tails.,Cane toads do not retain tadpole tails.
Frogs live in asia.,Frogs that are found in the united states do not live in asia.
Frogs live in asia.,Frogs that are born in the united states do not live in asia.
Frogs live in asia.,Frogs that are captured in the united states do not live in asia.
Frogs live in asia.,Frogs that are moving to a new house do not live in asia.
Frogs live in asia.,The american toad does not live in asia.
Giant salamanders occur at high density.,Jefferson salamanders (ambystoma jeffersonianum) do not occur at high density.
Giant salamanders occur at high density.,Northern giant salamanders (dicamptodon tenebrosus) do not occur at high density.
Giant salamanders occur at high density.,Chattahoochee slimy salamanders (plethodon chattahoochee) do not occur at high density.
Giant salamanders occur at high density.,Marbled salamanders (ambystoma opacum) do not occur at high density.
Giant salamanders occur at high density.,Giant salamanders that are in competition with other amphibians for breeding sites do not occur at high density.
Giant salamanders occur at high density.,Allegheny mountain dusky salamanders (desmognathus ochrophaeus) do not occur at high density.
Giant salamanders occur at high density.,Giant salamanders that are in competition with other species for food do not occur at high density.
Giant salamanders occur at high density.,Southern giant salamanders (dicamptodon aterrimus) do not occur at high density.
Salamanders are breed in late springs.,Salamanders that live in an area without a late spring; are not breed in late springs.
Salamanders grow up to feet.,The red-backed salamander grows up to inches does not grow up to feet.
Salamanders grow up to feet.,The spotted salamander grows up to inches does not grow up to feet.
Salamanders grow up to feet.,Salamanders that live in a place with different conditions do not grow up to feet.
Frogs have ovaries.,Frogs that lose their ovaries due to a disease or injury do not have ovaries.
Frogs have ovaries.,Frogs that lose their ovaries due to disease or injury do not have ovaries.
Frogs have ovaries.,Frogs that are born as males do not have ovaries.
Salamanders occur at high density.,Salamanders that are affected by a change in their habitat do not occur at high density.
Salamanders occur at high density.,Salamanders that live in areas with few trees or other cover do not occur at high density.
Salamanders occur at high density.,Salamanders that are in an area with a lot of predators do not occur at high density.
Salamanders occur at high density.,Salamanders that are living in the same area as a predator do not occur at high density.
Salamanders occur at high density.,Salamanders that live in areas with few trees do not occur at high density.
Frogs sit on limbs.,Frogs that live in burrows do not sit on limbs.
Frogs sit on limbs.,Frogs that are in water do not sit on limbs.
Frogs sit on limbs.,Frogs that are swimming do not sit on limbs.
Frogs produce poison.,Frogs that have had their poison glands removed do not produce poison.
Caecilians are capable of inflicting painful bites and have poisonous secretions.,Caecilians that have a reduced number of teeth are not capable of inflicting painful bites and have poisonous secretions.
Salamanders rely on winter rain.,Salamanders that live in areas with a lot of snow do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that live in a place where it doesn't rain in winter do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that live in areas with a dry climate do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that live in an area with a desert climate do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that live in an area that does not have a winter do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that live in a desert do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that live in the ocean do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that are too small to travel very far in winter do not rely on winter rain.
Salamanders rely on winter rain.,Salamanders that are hibernating do not rely on winter rain.
Frogs have adhesive pads.,Frogs that are newly hatched do not have adhesive pads.
Marine toads eat frog toads.,Marine toads that live in an area where there are no frog toads do not eat frog toads.
Marine toads eat frog toads.,Marine toads that live in a place where there are no frog toads do not eat frog toads.
Salamanders retain gills.,Salamanders that live in a drier environment do not retain gills.
Salamanders retain gills.,Salamanders that live in drier environments do not retain gills.
Salamanders retain gills.,Salamanders that adapt to a drier environment do not retain gills.
Salamanders retain gills.,Salamanders that reach reproductive maturity do not retain gills.
Salamanders retain gills.,Salamanders that develop a new way of life do not retain gills.
Salamanders retain gills.,Salamanders that are born with lungs do not retain gills.
Salamanders find in rivers.,Salamanders that live in cold climates and need to hibernate in a dry place; do not find in rivers.
Salamanders find in rivers.,Salamanders that live in desert environments do not find in rivers.
Salamanders find in rivers.,"Spotted salamanders live in moist forests, fields, and gardens do not find in rivers."
Salamanders find in rivers.,Red-backed salamanders live in moist forests and under logs do not find in rivers.
Salamanders survive in moist environments.,Salamanders that live in areas with very dry climates do not survive in moist environments.
Salamanders survive in moist environments.,Salamanders that are kept in captivity and not given enough water do not survive in moist environments.
Salamanders survive in moist environments.,Salamanders that are not given enough water do not survive in moist environments.
Salamanders survive in moist environments.,Salamanders that are kept in captivity and the water is not changed often enough do not survive in moist environments.
Salamanders migrate to ponds.,Salamanders that are young and have not yet reached reproductive maturity do not migrate to ponds.
Salamanders migrate to ponds.,Salamanders that are too young to migrate do not migrate to ponds.
Salamanders migrate to ponds.,Salamanders that have a mutation that prevents them from migrating do not migrate to ponds.
Salamanders migrate to ponds.,Salamanders that are living in a habitat with no ponds do not migrate to ponds.
Salamanders migrate to ponds.,Salamanders that are living in a habitat with no suitable ponds do not migrate to ponds.
Salamanders migrate to ponds.,Salamanders that live in a place without ponds do not migrate to ponds.
Salamanders migrate to ponds.,The western red-backed salamander does not migrate to ponds.
Salamanders migrate to ponds.,"The red-backed salamander, which lives in forests does not migrate to ponds."
Salamanders migrate to ponds.,The red-backed salamander does not migrate to ponds.
Salamanders live in lakes.,Salamanders that live in the ocean do not live in lakes.
Salamanders live in lakes.,Salamanders that live in ponds do not live in lakes.
Salamanders live in lakes.,Salamanders that live in deserts do not live in lakes.
Salamanders live in lakes.,Salamanders that live in the ground do not live in lakes.
Salamanders live in lakes.,Salamanders that live in caves do not live in lakes.
Salamanders live in lakes.,Salamanders that live in trees do not live in lakes.
Salamanders live in lakes.,The blacknose salamander lives in streams and slow-moving waters does not live in lakes.
Salamanders live in lakes.,Salamanders that live in underground do not live in lakes.
Salamanders have tongues.,Salamanders that are born without tongues do not have tongues.
Salamanders have tongues.,Salamanders that have their tongues removed do not have tongues.
Salamanders have tongues.,Salamanders that lose their tongues do not have tongues.
Salamanders seize prey.,Salamanders that wait for prey to come to them do not seize prey.
Frogs eat lizards.,Frogs that live in a place where there are no lizards do not eat lizards.
Frogs eat lizards.,Frogs that live in areas with a lot of trees do not eat lizards.
Frogs eat lizards.,Frogs that live in areas with a lot of mosquitoes do not eat lizards.
Frogs eat lizards.,Frogs that live in cold climates do not eat lizards.
Frogs eat lizards.,Frogs that are sick or injured do not eat lizards.
Frogs eat lizards.,Frogs that live near the ocean do not eat lizards.
Frogs eat lizards.,Frogs that are very small do not eat lizards.
Frogs eat lizards.,Frogs that are not hungry do not eat lizards.
Salamanders are paedomorphic .,Blue-spotted salamanders (ambystoma laterale) are not paedomorphic.
Salamanders are paedomorphic .,Marbled salamanders (ambystoma opacum) are not paedomorphic.
Salamanders are paedomorphic .,Salamanders that lose their gills as they mature are not paedomorphic.
Frogs occur in trees.,Frogs that live in a place where there are no trees do not occur in trees.
Frogs occur in trees.,Frogs that live in the mountains do not occur in trees.
Frogs occur in trees.,The california red-legged frog does not occur in trees.
Frogs occur in trees.,Frogs that are on the ground to lay eggs do not occur in trees.
Frogs occur in trees.,Frogs that are used as food do not occur in trees.
Frogs occur in trees.,Frogs that live in the desert does not occur in trees.
Frogs eat salamanders.,Frogs that live in a place where salamanders are not found do not eat salamanders.
Frogs eat salamanders.,Frogs that live in an area without salamanders do not eat salamanders.
Frogs eat salamanders.,Frogs that are too small to eat salamanders do not eat salamanders.
Frogs eat salamanders.,Frogs that live in trees do not eat salamanders.
Frogs eat salamanders.,Frogs that are very young do not eat salamanders.
Frogs eat salamanders.,Frogs that are in captivity do not eat salamanders.
Salamanders rely on early winter rain.,Salamanders that live in an area with year-round water availability do not rely on early winter rain.
Salamanders rely on early winter rain.,Salamanders that live in areas with a dry summer climate do not rely on early winter rain.
Salamanders rely on early winter rain.,Salamanders that live in areas with a lot of groundwater do not rely on early winter rain.
Salamanders rely on early winter rain.,Salamanders that live in areas with a cool summer climate do not rely on early winter rain.
Salamanders rely on early winter rain.,Salamanders that are in a temporary pool do not rely on early winter rain.
Salamanders are poisonous.,The red-backed salamander is not poisonous.
Salamanders are poisonous.,Salamanders that have lived in captivity and been fed the correct food are not poisonous.
Salamanders coil their bodies tightly to prevent evaporative water loss.,Salamanders that are trying to escape a predator do not coil their bodies tightly to prevent evaporative water loss.
Frogs can live for two years.,Frogs that live in a place with a lot of pollution are not able to live for two years.
Frogs can live for two years.,Frogs that live in a place with very little water are not able to live for two years.
Salamanders are breed in springs.,Salamanders that are breed in captivity in special tanks are not breed in springs.
Salamanders are breed in springs.,Salamanders that are living in an area without springs are not breed in springs.
Salamanders are breed in springs.,Salamanders that live in areas without natural springs are not breed in springs.
Salamanders are breed in springs.,Salamanders that are breed in a lab are not breed in springs.
Salamanders are breed in springs.,Salamanders that are breed in plastic containers are not breed in springs.
Frogs leave burrows.,Frogs that are too young or small to leave the burrow do not leave burrows.
Frogs leave burrows.,Frogs that are hibernating do not leave burrows.
Frogs leave burrows.,Frogs that live in areas with harsh winters do not leave burrows.
Frogs leave burrows.,Frogs that live in trees do not leave burrows.
Frogs have sharp teeth.,Frogs that eat food that is small enough to fit in their mouths do not have sharp teeth.
Frogs have sharp teeth.,Frogs that live in a warm environment do not have sharp teeth.
Frogs have sharp teeth.,Frogs that have lost their teeth do not have sharp teeth.
Frogs have sharp teeth.,Frogs that eat a diet of mostly insects do not have sharp teeth.
Frogs have sharp teeth.,Frogs that live in cold environments do not have sharp teeth.
Frogs have sharp teeth.,Frogs that eat insects do not have sharp teeth.
Frogs have sharp teeth.,Frogs that are young do not have sharp teeth.
Frogs have sharp teeth.,Frogs that have their teeth worn down do not have sharp teeth.
Frogs have sharp teeth.,Frogs that are small do not have sharp teeth.
Frogs have sharp teeth.,Some of the pacific tree frogs do not have sharp teeth.
Frogs even release a fluid as a form of self defense when handled.,Frogs that are handled by a herpetologist who is doing research on them do not release a fluid as a form of self defense when handled.
Frogs even release a fluid as a form of self defense when handled.,The red-eyed tree frog does not release a fluid as a form of self defense when handled.
Frogs even release a fluid as a form of self defense when handled.,Frogs that are not stressed do not release a fluid as a form of self defense when handled.
Frogs even release a fluid as a form of self defense when handled.,The poison dart frog does not release a fluid as a form of self defense when handled.
Frogs are highly aquatic.,Frogs that hide in crevices are not highly aquatic.
Frogs are highly aquatic.,Frogs that dig underground are not highly aquatic.
Frogs are highly aquatic.,The spadefoot toad is not highly aquatic.
Frogs are highly aquatic.,The fowler's toad is not highly aquatic.
Frogs are highly aquatic.,The american toad is not highly aquatic.
Frogs have poison in their skin.,Frogs that are very young do not have poison in their skin.
Frogs eat butterflies.,Frogs that live in a place where there are no butterflies do not eat butterflies.
Frogs eat butterflies.,Frogs that are living in a place where there are no butterflies do not eat butterflies.
Frogs eat butterflies.,Frogs that live in cold climates where there are not many butterflies do not eat butterflies.
Frogs eat butterflies.,Frogs that are young and not big enough to eat butterflies do not eat butterflies.
Frogs eat butterflies.,Frogs that are hibernating do not eat butterflies.
Frogs eat butterflies.,Frogs that are very young do not eat butterflies.
Frogs eat butterflies.,"The american bullfrog, which eats fish and other amphibians does not eat butterflies."
Salamanders use their pineal body to perceive polarised light.,Salamanders that have their eyes covered do not use their pineal body to perceive polarised light.
Salamanders use their pineal body to perceive polarised light.,Salamanders that are blind do not use their pineal body to perceive polarised light.
Salamanders use their pineal body to perceive polarised light.,Salamanders that are in a dark environment do not use their pineal body to perceive polarised light.
Salamanders use their pineal body to perceive polarised light.,Salamanders that are in total darkness do not use their pineal body to perceive polarised light.
Salamanders use their pineal body to perceive polarised light.,Salamanders that are very young do not use their pineal body to perceive polarised light.
Salamanders pass through tadpole stages.,Red-backed salamanders do not pass through tadpole stages.
Salamanders pass through tadpole stages.,Salamanders that lay eggs do not pass through tadpole stages.
Salamanders pass through tadpole stages.,Salamanders that grow directly from larvae into adults do not pass through tadpole stages.
Salamanders pass through tadpole stages.,Salamanders that give live birth do not pass through tadpole stages.
Frogs possess hairlike filaments on their legs.,Frogs that are of a different species do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,Frogs that are newly hatched do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,Frogs that are in the water do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,African clawed frogs do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,Frogs that are in cold environments do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,Frogs that are in water do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,Frogs that are swimming do not possess hairlike filaments on their legs.
Frogs possess hairlike filaments on their legs.,Frogs that have been injured do not possess hairlike filaments on their legs.
Frogs live in mud.,Frogs that live in trees do not live in mud.
Frogs live in mud.,Frogs that live in deserts do not live in mud.
Frogs live in mud.,Frogs that live in the desert does not live in mud.
Frogs live in mud.,Frogs that live in air do not live in mud.
Frogs live in mud.,"Cave frogs, which live in caves do not live in mud."
Frogs can climb trees and have sticky pads on their toes.,Frogs that are very young are not able to climb trees and have sticky pads on their toes.
Frogs have eardrums.,Frogs that live in caves do not have eardrums.
Frogs migrate to lakes.,Frogs that are too young or too old to migrate do not migrate to lakes.
Frogs migrate to lakes.,Frogs that live in an area with no lakes do not migrate to lakes.
Frogs migrate to lakes.,Frogs that are living in areas without enough water to support them do not migrate to lakes.
Frogs migrate to lakes.,Frogs that live in a place with no lakes do not migrate to lakes.
Frogs migrate to lakes.,Frogs that are living in habitats that have been destroyed do not migrate to lakes.
Salamanders live in gardens.,Salamanders that live in the rainforest do not live in gardens.
Salamanders live in gardens.,Salamanders that live in the desert do not live in gardens.
Salamanders live in gardens.,Salamanders that live in the mountains do not live in gardens.
Salamanders live in gardens.,Salamanders that live in the ocean do not live in gardens.
